year,player_id,last_name,first_name,batting_hand,throwing_hand,team_abbr_1,position
2002,raucj001,Rauch,Jon,R,R,CHA,P
2002,ritct001,Ritchie,Todd,R,R,CHA,P
2002,rowaa001,Rowand,Aaron,R,R,CHA,OF
2002,thomf001,Thomas,Frank,R,R,CHA,DH
2002,valej003,Valentin,Jose,B,R,CHA,3B
2002,wrigd001,Wright,Dan,R,R,CHA,P
2002,wunsk001,Wunsch,Kelly,L,L,CHA,P
2002,alfoa001,Alfonseca,Antonio,R,R,CHN,P
2002,aloum001,Alou,Moises,R,R,CHN,OF
2002,bellm002,Bellhorn,Mark,B,R,CHN,2B
2002,beltf001,Beltran,Francis,R,R,CHN,P
2002,benea002,Benes,Alan,R,R,CHN,P
2002,berej002,Bere,Jason,R,R,CHN,P
2002,boroj001,Borowski,Joe,R,R,CHN,P
2002,browr001,Brown,Roosevelt,L,R,CHN,OF
2002,chias002,Chiasson,Scott,R,R,CHN,P
2002,choih001,Choi,Hee-Seop,L,L,CHN,1B
2002,clemm001,Clement,Matt,R,R,CHN,P
2002,cruzj005,Cruz,Juan,R,R,CHN,P
2002,cunnw001,Cunnane,Will,R,R,CHN,P
2002,deshd001,DeShields,Delino,L,R,CHN,2B
2002,duncc001,Duncan,Courtney,L,R,CHN,P
2002,echea001,Echevarria,Angel,R,R,CHN,OF
2002,encam001,Encarnacion,Mario,R,R,CHN,OF
2002,farnk001,Farnsworth,Kyle,R,R,CHN,P
2002,fassj001,Fassero,Jeff,L,L,CHN,P
2002,giraj001,Girardi,Joe,R,R,CHN,C
2002,gonza001,Gonzalez,Alex,R,R,CHN,SS
2002,gordt001,Gordon,Tom,R,R,CHN,P
2002,hermc001,Hermansen,Chad,R,R,CHN,OF
2002,hillb001,Hill,Bobby,B,R,CHN,2B
2002,hundt001,Hundley,Todd,B,R,CHN,C
2002,lewid001,Lewis,Darren,R,R,CHN,OF
2002,liebj001,Lieber,Jon,L,R,CHN,P
2002,machr001,Machado,Robert,R,R,CHN,C
2002,mahar001,Mahay,Ron,L,L,CHN,P
2002,mahom001,Mahoney,Mike,R,R,CHN,C
2002,mahop001,Mahomes,Pat,R,R,CHN,P
2002,mcgrf001,McGriff,Fred,L,L,CHN,1B
2002,muelb001,Mueller,Bill,B,R,CHN,3B
2002,ojeda001,Ojeda,Augie,B,R,CHN,SS
2002,oriek001,Orie,Kevin,R,R,CHN,3B
2002,osbod001,Osborne,Donovan,B,L,CHN,P
2002,pattc001,Patterson,Corey,L,R,CHN,OF
2002,priom001,Prior,Mark,R,R,CHN,P
2002,sancj001,Sanchez,Jesus,L,L,CHN,P
2002,smyts001,Smyth,Steve,L,L,CHN,P
2002,sosas001,Sosa,Sammy,R,R,CHN,OF
2002,stync001,Stynes,Chris,R,R,CHN,3B
2002,woodk002,Wood,Kerry,R,R,CHN,P
2002,zambc001,Zambrano,Carlos,B,R,CHN,P
2002,acevj002,Acevedo,Jose,R,R,CIN,P
2002,almac001,Almanzar,Carlos,R,R,CIN,P
2002,boona001,Boone,Aaron,R,R,CIN,3B
2002,branr001,Branyan,Russell,L,R,CIN,OF
2002,browj003,Brower,Jim,R,R,CIN,P
2002,cases001,Casey,Sean,L,R,CIN,1B
2002,castj004,Castro,Juan,R,R,CIN,SS
2002,chenb001,Chen,Bruce,L,L,CIN,P
2002,clarb003,Clark,Brady,R,R,CIN,OF
2002,dawkt001,Dawkins,Travis,R,R,CIN,SS
2002,dempr002,Dempster,Ryan,R,R,CIN,P
2002,desse001,Dessens,Elmer,R,R,CIN,P
2002,dunna001,Dunn,Adam,L,R,CIN,OF
2002,encaj001,Encarnacion,Juan,R,R,CIN,OF
2002,estes001,Estes,Shawn,R,L,CIN,P
2002,fernj002,Fernandez,Jared,R,R,CIN,P
2002,gonzr002,Gonzalez,Raul,R,R,CIN,OF
2002,gravd001,Graves,Danny,R,R,CIN,P
2002,grifk002,Griffey,Ken,L,L,CIN,OF
2002,guerw001,Guerrero,Wilton,B,R,CIN,2B
2002,guilj001,Guillen,Jose,R,R,CIN,OF
2002,hamij002,Hamilton,Joey,R,R,CIN,P
2002,haynj001,Haynes,Jimmy,R,R,CIN,P
2002,hudsl001,Hudson,Luke,R,R,CIN,P
2002,keara001,Kearns,Austin,R,R,CIN,OF
2002,larkb001,Larkin,Barry,R,R,CIN,SS
2002,larsb001,Larson,Brandon,R,R,CIN,OF
2002,laruj001,LaRue,Jason,R,R,CIN,C
2002,mater001,Mateo,Ruben,R,R,CIN,OF
2002,millc001,Miller,Corky,R,R,CIN,C
2002,moehb001,Moehler,Brian,R,R,CIN,P
2002,penaw001,Pena,Wily Mo,R,R,CIN,OF
2002,pinel001,Pineda,Luis,R,R,CIN,P
2002,reitc001,Reitsma,Chris,R,R,CIN,P
2002,riedj001,Riedling,John,R,R,CIN,P
2002,rijoj001,Rijo,Jose,R,R,CIN,P
2002,silvj001,Silva,Jose,R,R,CIN,P
2002,stink001,Stinnett,Kelly,R,R,CIN,C
2002,sulls001,Sullivan,Scott,R,R,CIN,P
2002,taylr001,Taylor,Reggie,L,R,CIN,OF
2002,walkt002,Walker,Todd,L,R,CIN,2B
2002,whitg001,White,Gabe,L,L,CIN,P
2002,wills002,Williamson,Scott,R,R,CIN,P
2002,allec001,Allen,Chad,R,R,CLE,OF
2002,andeb001,Anderson,Brady,L,L,CLE,OF
2002,avenb001,Aven,Bruce,R,R,CLE,OF
2002,baezd001,Baez,Danys,R,R,CLE,P
2002,bardj001,Bard,Josh,B,R,CLE,C
2002,bevej001,Beverlin,Jason,L,R,CLE,P
2002,bradm001,Bradley,Milton,B,R,CLE,OF
2002,branr001,Branyan,Russell,L,R,CLE,OF
2002,broub001,Broussard,Ben,L,L,CLE,OF
2002,burbd001,Burba,Dave,R,R,CLE,P
2002,burke001,Burks,Ellis,R,R,CLE,DH
2002,cabrj002,Cabrera,Jolbert,R,R,CLE,OF
2002,colob001,Colon,Bartolo,R,R,CLE,P
2002,cordw001,Cordero,Wil,R,R,CLE,OF
2002,crisc001,Crisp,Coco,B,R,CLE,OF
2002,davij005,Davis,Jason,R,R,CLE,P
2002,depas001,DePaula,Sean,R,R,CLE,P
2002,diaze002,Diaz,Einar,R,R,CLE,C
2002,dresr001,Drese,Ryan,R,R,CLE,P
2002,dunwt001,Dunwoody,Todd,L,L,CLE,OF
2002,elded001,Elder,Dave,R,R,CLE,P
2002,finlc001,Finley,Chuck,L,L,CLE,P
2002,frymt001,Fryman,Travis,R,R,CLE,3B
2002,garck002,Garcia,Karim,L,L,CLE,OF
2002,gutir001,Gutierrez,Ricky,R,R,CLE,2B
2002,herra001,Herrera,Alex,L,L,CLE,P
2002,larog001,LaRocca,Greg,R,R,CLE,3B
2002,lawtm002,Lawton,Matt,L,R,CLE,OF
2002,lee-c003,Lee,Cliff,L,L,CLE,P
2002,magrc001,Magruder,Chris,B,R,CLE,OF
2002,martv001,Martinez,Victor,B,R,CLE,C
2002,maurd001,Maurer,Dave,R,L,CLE,P
2002,mcdoj003,McDonald,John,R,R,CLE,2B
2002,mulht001,Mulholland,Terry,R,L,CLE,P
2002,murrh001,Murray,Heath,L,L,CLE,P
2002,nagyc001,Nagy,Charles,L,R,CLE,P
2002,paroc001,Paronto,Chad,R,R,CLE,P
2002,peree002,Perez,Eddie,R,R,CLE,C
2002,philb001,Phillips,Brandon,R,R,CLE,2B
2002,philj002,Phillips,Jason,R,R,CLE,P
2002,riggj001,Riggan,Jerrod,R,R,CLE,P
2002,rincr001,Rincon,Ricardo,L,L,CLE,P
2002,riskd001,Riske,David,R,R,CLE,P
2002,rodrn001,Rodriguez,Nerio,R,R,CLE,P
2002,rodrr005,Rodriguez,Ricardo,L,R,CLE,P
2002,sabac001,Sabathia,CC,L,L,CLE,P
2002,sadlc001,Sadler,Carl,L,L,CLE,P
2002,selbb001,Selby,Bill,L,R,CLE,3B
2002,shuep001,Shuey,Paul,R,R,CLE,P
2002,smitr004,Smith,Roy,R,R,CLE,P
2002,snyde001,Snyder,Earl,R,R,CLE,1B
2002,stevl001,Stevens,Lee,L,L,CLE,1B
2002,tallb001,Tallet,Brian,L,L,CLE,P
2002,thomj002,Thome,Jim,L,R,CLE,1B
2002,vizqo001,Vizquel,Omar,B,R,CLE,SS
2002,westj001,Westbrook,Jake,R,R,CLE,P
2002,wickb001,Wickman,Bob,R,R,CLE,P
2002,wohlm001,Wohlers,Mark,R,R,CLE,P
2002,wrigj002,Wright,Jaret,R,R,CLE,P
2002,agbab001,Agbayani,Benny,R,R,COL,OF
2002,aloms001,Alomar,Sandy,R,R,COL,C
2002,benng001,Bennett,Gary,R,R,COL,C
2002,butlb002,Butler,Brent,R,R,COL,2B
2002,chacs001,Chacon,Shawn,R,R,COL,P
2002,cooka002,Cook,Aaron,R,R,COL,P
2002,corem001,Corey,Mark,R,R,COL,P
2002,custj001,Cust,Jack,L,R,COL,OF
2002,estab001,Estalella,Bobby,R,R,COL,C
2002,florr001,Flores,Randy,L,L,COL,P
2002,fuenb001,Fuentes,Brian,L,L,COL,P
2002,gloar001,Gload,Ross,L,L,COL,1B
2002,hampm001,Hampton,Mike,R,L,COL,P
2002,heltt001,Helton,Todd,L,L,COL,1B
2002,hollt001,Hollandsworth,Todd,L,L,COL,OF
2002,jamem001,James,Mike,R,R,COL,P
2002,jennj001,Jennings,Jason,L,R,COL,P
2002,jimej001,Jimenez,Jose,R,R,COL,P
2002,jonet003,Jones,Todd,L,R,COL,P
2002,kaplg001,Kapler,Gabe,R,R,COL,OF
2002,littm001,Little,Mark,R,R,COL,OF
2002,lowes001,Lowe,Sean,R,R,COL,P
2002,mckew001,McKeel,Walt,R,R,COL,C
2002,merck001,Mercker,Kent,L,L,COL,P
2002,neagd001,Neagle,Denny,L,L,COL,P
2002,nichc002,Nichting,Chris,R,R,COL,P
2002,nortg001,Norton,Greg,B,R,COL,3B
2002,ortij003,Ortiz,Jose,R,R,COL,2B
2002,paytj001,Payton,Jay,R,R,COL,OF
2002,petrb001,Petrick,Ben,R,R,COL,OF
2002,pierj002,Pierre,Juan,L,L,COL,OF
2002,reyed001,Reyes,Dennys,R,L,COL,P
2002,romaj002,Romano,Jason,R,R,COL,2B
2002,santv001,Santos,Victor,R,R,COL,P
2002,shumt001,Shumpert,Terry,R,R,COL,2B
2002,speij001,Speier,Justin,R,R,COL,P
2002,stard001,Stark,Denny,R,R,COL,P
2002,thomj005,Thomson,John,R,R,COL,P
2002,uribj002,Uribe,Juan,R,R,COL,SS
2002,vancc001,Vance,Cory,L,L,COL,P
2002,walkl001,Walker,Larry,L,R,COL,OF
2002,whitr002,White,Rick,R,R,COL,P
2002,zeilt001,Zeile,Todd,R,R,COL,3B
2002,acevj001,Acevedo,Juan,R,R,DET,P
2002,andem002,Anderson,Matt,R,R,DET,P
2002,berna001,Bernero,Adam,R,R,DET,P
2002,bevej001,Beverlin,Jason,L,R,DET,P
2002,bocah001,Bocachica,Hiram,R,R,DET,OF
2002,cornn001,Cornejo,Nate,R,R,DET,P
2002,cruzj003,Cruz,Jacob,L,L,DET,DH
2002,easld001,Easley,Damion,R,R,DET,2B
2002,eckee001,Eckenstahler,Eric,L,L,DET,P
2002,farnj001,Farnsworth,Jeff,R,R,DET,P
2002,fickr001,Fick,Robert,L,R,DET,OF
2002,germf001,German,Franklyn,R,R,DET,P
2002,greis001,Greisinger,Seth,R,R,DET,P
2002,halts001,Halter,Shane,R,R,DET,SS
2002,henro001,Henriquez,Oscar,R,R,DET,P
2002,higgb001,Higginson,Bobby,L,R,DET,OF
2002,infao001,Infante,Omar,R,R,DET,SS
2002,ingeb001,Inge,Brandon,R,R,DET,C
2002,jackd003,Jackson,Damian,R,R,DET,2B
2002,jackr004,Jackson,Ryan,L,L,DET,OF
2002,jimej002,Jimenez,Jason,R,L,DET,P
2002,kellk002,Keller,Kris,R,R,DET,P
2002,limaj001,Lima,Jose,R,R,DET,P
2002,lombg001,Lombard,George,L,R,DET,OF
2002,louxs001,Loux,Shane,R,R,DET,P
2002,macij001,Macias,Jose,B,R,DET,2B
2002,magew001,Magee,Wendell,R,R,DET,OF
2002,marom001,Maroth,Mike,L,L,DET,P
2002,melum001,Meluskey,Mitch,B,R,DET,C
2002,millm001,Miller,Matt,L,L,DET,P
2002,moehb001,Moehler,Brian,R,R,DET,P
2002,monrc001,Monroe,Craig,R,R,DET,OF
2002,munse001,Munson,Eric,L,R,DET,DH
2002,palmd002,Palmer,Dean,R,R,DET,DH
2002,panij001,Paniagua,Jose,R,R,DET,P
2002,paquc001,Paquette,Craig,R,R,DET,3B
2002,pattd001,Patterson,Danny,R,R,DET,P
2002,peart001,Pearson,Terry,R,R,DET,P
2002,penac001,Pena,Carlos,L,L,DET,1B
2002,perim001,Perisho,Matt,L,L,DET,P
2002,poweb001,Powell,Brian,R,R,DET,P
2002,redmm002,Redman,Mark,L,L,DET,P
2002,rivem003,Rivera,Mike,R,R,DET,C
2002,rodnf001,Rodney,Fernando,R,R,DET,P
2002,sabee001,Sabel,Erik,R,R,DET,P
2002,salao001,Salazar,Oscar,R,R,DET,2B
2002,santj001,Santana,Julio,R,R,DET,P
2002,santr002,Santiago,Ramon,B,R,DET,SS
2002,simor001,Simon,Randall,L,L,DET,DH
2002,spars001,Sparks,Steve,R,R,DET,P
2002,torra001,Torres,Andres,B,R,DET,OF
2002,trubc001,Truby,Chris,R,R,DET,3B
2002,vanha001,Van Hekken,Andy,R,L,DET,P
2002,walbm001,Walbeck,Matt,B,R,DET,C
2002,walkj001,Walker,Jamie,L,L,DET,P
2002,weavj002,Weaver,Jeff,R,R,DET,P
2002,yound001,Young,Dmitri,B,R,DET,DH
2002,almaa001,Almanza,Armando,L,L,FLO,P
2002,bankb001,Banks,Brian,B,R,FLO,OF
2002,beckj002,Beckett,Josh,R,R,FLO,P
2002,borlt001,Borland,Toby,R,R,FLO,P
2002,burna001,Burnett,A.J.,R,R,FLO,P
2002,bushh001,Bush,Homer,R,R,FLO,2B
2002,castl001,Castillo,Luis,B,R,FLO,2B
2002,castr002,Castro,Ramon,R,R,FLO,C
2002,darev001,Darensbourg,Vic,L,L,FLO,P
2002,dempr002,Dempster,Ryan,R,R,FLO,P
2002,encaj001,Encarnacion,Juan,R,R,FLO,OF
2002,floyc001,Floyd,Cliff,L,R,FLO,OF
2002,fox-a001,Fox,Andy,L,R,FLO,SS
2002,gonza002,Gonzalez,Alex,R,R,FLO,SS
2002,izquh001,Izquierdo,Hansel,R,R,FLO,P
2002,johnc002,Johnson,Charles,R,R,FLO,C
2002,knotg001,Knotts,Gary,R,R,FLO,P
2002,lee-d002,Lee,Derrek,R,R,FLO,1B
2002,lloyg001,Lloyd,Graeme,L,L,FLO,P
2002,loopb001,Looper,Braden,R,R,FLO,P
2002,lowem001,Lowell,Mike,R,R,FLO,3B
2002,mairo001,Mairena,Oswaldo,L,L,FLO,P
2002,mallm001,Malloy,Marty,L,R,FLO,2B
2002,millk005,Millar,Kevin,R,R,FLO,OF
2002,mordm001,Mordecai,Mike,R,R,FLO,SS
2002,nealb001,Neal,Blaine,L,R,FLO,P
2002,nunea002,Nunez,Abraham,B,R,FLO,OF
2002,nunev001,Nunez,Vladimir,R,R,FLO,P
2002,olsek001,Olsen,Kevin,R,R,FLO,P
2002,owene001,Owens,Eric,R,R,FLO,OF
2002,ozunp001,Ozuna,Pablo,R,R,FLO,2B
2002,pavac001,Pavano,Carl,R,R,FLO,P
2002,pennb002,Penny,Brad,R,R,FLO,P
2002,raint001,Raines,Tim,B,R,FLO,OF
2002,redmm001,Redmond,Mike,R,R,FLO,C
2002,roben001,Robertson,Nate,R,L,FLO,P
2002,tavaj001,Tavarez,Julian,L,R,FLO,P
2002,tejem001,Tejera,Michael,L,L,FLO,P
2002,teutn001,Teut,Nate,R,L,FLO,P
2002,waynj001,Wayne,Justin,R,R,FLO,P
2002,wilsp002,Wilson,Preston,R,R,FLO,OF
2002,ausmb001,Ausmus,Brad,R,R,HOU,C
2002,bagwj001,Bagwell,Jeff,R,R,HOU,1B
2002,berkl001,Berkman,Lance,B,L,HOU,OF
2002,biggc001,Biggio,Craig,R,R,HOU,2B
2002,blumg001,Blum,Geoff,B,R,HOU,3B
2002,borbp001,Borbon,Pedro,R,L,HOU,P
2002,chavr001,Chavez,Raul,R,R,HOU,C
2002,cruzn001,Cruz,Nelson,R,R,HOU,P
2002,doteo001,Dotel,Octavio,R,R,HOU,P
2002,ensbm001,Ensberg,Morgan,R,R,HOU,3B
2002,evera001,Everett,Adam,R,R,HOU,SS
2002,gintk001,Ginter,Keith,R,R,HOU,3B
2002,gordt001,Gordon,Tom,R,R,HOU,P
2002,hernc004,Hernandez,Carlos,L,L,HOU,P
2002,hidar001,Hidalgo,Richard,R,R,HOU,OF
2002,huntb002,Hunter,Brian,R,R,HOU,OF
2002,lanej001,Lane,Jason,R,L,HOU,OF
2002,lidgb001,Lidge,Brad,R,R,HOU,P
2002,lines001,Linebrink,Scott,R,R,HOU,P
2002,lorem001,Loretta,Mark,R,R,HOU,3B
2002,lugoj001,Lugo,Julio,R,R,HOU,SS
2002,mannj001,Mann,Jim,R,R,HOU,P
2002,matht002,Mathews,T.J.,R,R,HOU,P
2002,merco002,Merced,Orlando,B,R,HOU,OF
2002,millw001,Miller,Wade,R,R,HOU,P
2002,mlicd001,Mlicki,Dave,R,R,HOU,P
2002,munrp001,Munro,Peter,R,R,HOU,P
2002,oswar001,Oswalt,Roy,R,R,HOU,P
2002,pichh001,Pichardo,Hipolito,R,R,HOU,P
2002,puffb001,Puffer,Brandon,R,R,HOU,P
2002,reddt001,Redding,Tim,R,R,HOU,P
2002,reyns001,Reynolds,Shane,R,R,HOU,P
2002,robej001,Robertson,Jeriome,L,L,HOU,P
2002,saark001,Saarloos,Kirk,R,R,HOU,P
2002,stonr001,Stone,Ricky,R,R,HOU,P
2002,vizcj001,Vizcaino,Jose,B,R,HOU,SS
2002,wagnb001,Wagner,Billy,L,L,HOU,P
2002,wardd002,Ward,Daryle,L,L,HOU,OF
2002,wessb001,Wesson,Barry,R,R,HOU,OF
2002,zaung001,Zaun,Gregg,B,R,HOU,C
2002,zinta001,Zinter,Alan,B,R,HOU,1B
2002,affej001,Affeldt,Jeremy,L,L,KCA,P
2002,alicl001,Alicea,Luis,B,R,KCA,2B
2002,asenm001,Asencio,Miguel,R,R,KCA,P
2002,austj002,Austin,Jeff,R,R,KCA,P
2002,bailc001,Bailey,Cory,R,R,KCA,P
2002,beltc001,Beltran,Carlos,B,R,KCA,OF
2002,bergb001,Berger,Brandon,R,R,KCA,OF
2002,berra001,Berroa,Angel,R,R,KCA,SS
2002,britj002,Brito,Juan,R,R,KCA,C
2002,browd002,Brown,Dee,L,R,KCA,OF
2002,bukvr001,Bukvich,Ryan,R,R,KCA,P
2002,byrdp001,Byrd,Paul,R,R,KCA,P
2002,carum001,Caruso,Mike,L,R,KCA,SS
2002,durbc001,Durbin,Chad,R,R,KCA,P
2002,feblc001,Febles,Carlos,R,R,KCA,2B
2002,fieln001,Field,Nate,R,R,KCA,P
2002,georc002,George,Chris,L,L,KCA,P
2002,gomea001,Gomez,Alexis,L,L,KCA,OF
2002,grimj001,Grimsley,Jason,R,R,KCA,P
2002,guiea001,Guiel,Aaron,L,R,KCA,OF
2002,hernr001,Hernandez,Roberto,R,R,KCA,P
2002,hernr003,Hernandez,Runelvys,R,R,KCA,P
2002,hillj001,Hill,Jeremy,R,R,KCA,P
2002,hinca001,Hinch,A.J.,R,R,KCA,C
2002,ibanr001,Ibanez,Raul,L,R,KCA,OF
2002,knobc001,Knoblauch,Chuck,R,R,KCA,OF
2002,macdm001,MacDougal,Mike,B,R,KCA,P
2002,may-d002,May,Darrell,L,L,KCA,P
2002,maynb001,Mayne,Brent,L,R,KCA,C
2002,mccad001,McCarty,Dave,R,L,KCA,1B
2002,mcdod001,McDonald,Donzell,B,R,KCA,OF
2002,mulls002,Mullen,Scott,R,L,KCA,P
2002,oberw001,Obermueller,Wes,R,R,KCA,P
2002,ordal001,Ordaz,Luis,R,R,KCA,2B
2002,pellk001,Pellow,Kit,R,R,KCA,3B
2002,peren001,Perez,Neifi,B,R,KCA,SS
2002,perrc001,Perry,Chan,R,R,KCA,1B
2002,quinm001,Quinn,Mark,R,R,KCA,OF
2002,randj002,Randa,Joe,R,R,KCA,3B
2002,reicd001,Reichert,Dan,R,R,KCA,P
2002,rekab001,Rekar,Bryan,R,R,KCA,P
2002,sadld001,Sadler,Donnie,R,R,KCA,OF
2002,sedls001,Sedlacek,Shawn,R,R,KCA,P
2002,shoub001,Shouse,Brian,L,L,KCA,P
2002,steib002,Stein,Blake,R,R,KCA,P
2002,suppj001,Suppan,Jeff,R,R,KCA,P
2002,suzum001,Suzuki,Mac,R,R,KCA,P
2002,sweem002,Sweeney,Mike,R,R,KCA,1B
2002,tuckm001,Tucker,Michael,L,R,KCA,OF
2002,voylb001,Voyles,Brad,R,R,KCA,P
2002,wathd001,Wathan,Dusty,R,R,KCA,C
2002,wilsk001,Wilson,Kris,R,R,KCA,P
2002,allel001,Allen,Luke,L,R,LAN,OF
2002,alvav001,Alvarez,Victor,L,L,LAN,P
2002,ashba002,Ashby,Andy,R,R,LAN,P
2002,beirk001,Beirne,Kevin,L,R,LAN,P
2002,belta001,Beltre,Adrian,R,R,LAN,3B
2002,bocah001,Bocachica,Hiram,R,R,LAN,OF
2002,browk001,Brown,Kevin,R,R,LAN,P
2002,cabrj002,Cabrera,Jolbert,R,R,LAN,OF
2002,carrg001,Carrara,Giovanni,R,R,LAN,P
2002,chenc001,Chen,Chin-Feng,R,R,LAN,OF
2002,coraa001,Cora,Alex,L,R,LAN,SS
2002,coreb001,Corey,Bryan,R,R,LAN,P
2002,daalo001,Daal,Omar,L,L,LAN,P
2002,ellir001,Ellis,Robert,R,R,LAN,P
2002,gagne001,Gagne,Eric,R,R,LAN,P
2002,grees001,Green,Shawn,L,L,LAN,OF
2002,grism001,Grissom,Marquis,R,R,LAN,OF
2002,grudm001,Grudzielanek,Mark,R,R,LAN,2B
2002,hansd001,Hansen,Dave,L,R,LAN,1B
2002,houst001,Houston,Tyler,L,R,LAN,1B
2002,ishik001,Ishii,Kazuhisa,L,L,LAN,P
2002,iztuc001,Izturis,Cesar,B,R,LAN,SS
2002,jordb001,Jordan,Brian,R,R,LAN,OF
2002,karre001,Karros,Eric,R,R,LAN,1B
2002,kinkm001,Kinkade,Mike,R,R,LAN,1B
2002,kreuc001,Kreuter,Chad,B,R,LAN,C
2002,lodup001,Lo Duca,Paul,R,R,LAN,C
2002,motag001,Mota,Guillermo,R,R,LAN,P
2002,mulht001,Mulholland,Terry,R,L,LAN,P
2002,nomoh001,Nomo,Hideo,R,R,LAN,P
2002,orosj001,Orosco,Jesse,R,L,LAN,P
2002,pereo001,Perez,Odalis,L,L,LAN,P
2002,quanp001,Quantrill,Paul,L,R,LAN,P
2002,reboj001,Reboulet,Jeff,R,R,LAN,2B
2002,robed001,Roberts,Dave,L,L,LAN,OF
2002,rossd001,Ross,David,R,R,LAN,C
2002,ruanw001,Ruan,Wilkin,R,R,LAN,OF
2002,shuep001,Shuey,Paul,R,R,LAN,P
2002,sprid001,Springer,Dennis,R,R,LAN,P
2002,thurj001,Thurston,Joseph,L,R,LAN,2B
2002,willj002,Williams,Jeff,R,L,LAN,P
2002,alcai001,Alcantara,Israel,R,R,MIL,OF
2002,bakop001,Bako,Paul,L,R,MIL,C
2002,bellr002,Belliard,Ronnie,R,R,MIL,2B
2002,buddm001,Buddie,Mike,R,R,MIL,P
2002,cabrj001,Cabrera,Jose,R,R,MIL,P
2002,casar001,Casanova,Raul,B,R,MIL,C
2002,chilm001,Childers,Matt,R,R,MIL,P
2002,chrir001,Christenson,Ryan,R,R,MIL,OF
2002,dejem001,DeJean,Mike,R,R,MIL,P
2002,delov001,de los Santos,Valerio,L,L,MIL,P
2002,diggb001,Diggins,Ben,R,R,MIL,P
2002,duroj001,Durocher,Jayson,R,R,MIL,P
2002,fabrj001,Fabregas,Jorge,L,R,MIL,C
2002,figun001,Figueroa,Nelson,B,R,MIL,P
2002,fox-c001,Fox,Chad,R,R,MIL,P
2002,franw001,Franklin,Wayne,L,L,MIL,P
2002,gintk001,Ginter,Keith,R,R,MIL,3B
2002,hallb001,Hall,Bill,R,R,MIL,SS
2002,hammj001,Hammonds,Jeffrey,R,R,MIL,OF
2002,harrl001,Harris,Lenny,L,R,MIL,OF
2002,hernj001,Hernandez,Jose,R,R,MIL,SS
2002,houst001,Houston,Tyler,L,R,MIL,3B
2002,jenkg001,Jenkins,Geoff,L,R,MIL,OF
2002,jensm001,Jensen,Marcus,B,R,MIL,C
2002,kingr001,King,Ray,L,L,MIL,P
2002,lopel002,Lopez,Luis,B,R,MIL,SS
2002,lorem001,Loretta,Mark,R,R,MIL,3B
2002,lorra001,Lorraine,Andrew,L,L,MIL,P
2002,machr001,Machado,Robert,R,R,MIL,C
2002,mallb002,Mallette,Brian,R,R,MIL,P
2002,mattm001,Matthews,Mike,L,L,MIL,P
2002,nancs001,Nance,Shane,L,L,MIL,P
2002,neugn001,Neugebauer,Nick,R,R,MIL,P
2002,nomut001,Nomura,Takahito,L,L,MIL,P
2002,ochoa001,Ochoa,Alex,R,R,MIL,OF
2002,ostij001,Osting,Jimmy,R,L,MIL,P
2002,pembd001,Pember,Dave,R,R,MIL,P
2002,quevr001,Quevedo,Ruben,R,R,MIL,P
2002,ruscg001,Rusch,Glendon,L,L,MIL,P
2002,rushj001,Rushford,Jim,L,L,MIL,OF
2002,sanca003,Sanchez,Alex,L,L,MIL,OF
2002,sexsr001,Sexson,Richie,R,R,MIL,1B
2002,sheeb001,Sheets,Ben,R,R,MIL,P
2002,staim001,Stairs,Matt,L,R,MIL,OF
2002,stule001,Stull,Everett,R,R,MIL,P
2002,thomr004,Thompson,Ryan,R,R,MIL,OF
2002,vizcl001,Vizcaino,Luis,R,R,MIL,P
2002,wrigj001,Wright,Jamey,R,R,MIL,P
2002,youne001,Young,Eric,R,R,MIL,2B
2002,blakc001,Blake,Casey,R,R,MIN,3B
2002,buchb002,Buchanan,Brian,R,R,MIN,OF
2002,canij001,Canizaro,Jay,R,R,MIN,2B
2002,cresj001,Cressend,Jack,R,R,MIN,P
2002,cuddm001,Cuddyer,Michael,R,R,MIN,OF
2002,fiort001,Fiore,Tony,R,R,MIN,P
2002,fredk001,Frederick,Kevin,L,R,MIN,P
2002,guare001,Guardado,Eddie,R,L,MIN,P
2002,guzmc001,Guzman,Cristian,B,R,MIN,SS
2002,hawkl001,Hawkins,LaTroy,R,R,MIN,P
2002,hockd001,Hocking,Denny,B,R,MIN,2B
2002,huntt001,Hunter,Torii,R,R,MIN,OF
2002,jackm001,Jackson,Michael,R,R,MIN,P
2002,jonej003,Jones,Jacque,L,L,MIN,OF
2002,kielb001,Kielty,Bobby,B,R,MIN,OF
2002,kinnm002,Kinney,Matt,R,R,MIN,P
2002,koskc001,Koskie,Corey,L,R,MIN,3B
2002,lambd001,Lamb,David,B,R,MIN,SS
2002,lecrm001,LeCroy,Matt,R,R,MIN,DH
2002,lohsk001,Lohse,Kyle,R,R,MIN,P
2002,maysj001,Mays,Joe,B,R,MIN,P
2002,miend001,Mientkiewicz,Doug,L,R,MIN,1B
2002,millt001,Miller,Travis,R,L,MIN,P
2002,milte001,Milton,Eric,L,L,MIN,P
2002,mohrd001,Mohr,Dustan,R,R,MIN,OF
2002,morrw001,Morris,Warren,L,R,MIN,2B
2002,ortid001,Ortiz,David,L,L,MIN,DH
2002,piera001,Pierzynski,A.J.,L,R,MIN,C
2002,print001,Prince,Tom,R,R,MIN,C
2002,radkb001,Radke,Brad,R,R,MIN,P
2002,reedr002,Reed,Rick,R,R,MIN,P
